"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Domain","Domain Category","WHEAT - ACRES HARVESTED  -  <b>VALUE</b>","WHEAT - ACRES HARVESTED  -  <b>CV (%)</b>","WHEAT - ACRES PLANTED  -  <b>VALUE</b>","WHEAT - ACRES PLANTED  -  <b>CV (%)</b>","WHEAT - PRODUCTION, MEASURED IN BU  -  <b>VALUE</b>","WHEAT - PRODUCTION, MEASURED IN BU  -  <b>CV (%)</b>","WHEAT - YIELD, MEASURED IN BU / ACRE  -  <b>VALUE</b>","WHEAT - YIELD, MEASURED IN BU / ACRE  -  <b>CV (%)</b>","WHEAT, IRRIGATED - ACRES HARVESTED  -  <b>VALUE</b>","WHEAT, IRRIGATED - ACRES HARVESTED  -  <b>CV (%)</b>","WHEAT, IRRIGATED - ACRES PLANTED  -  <b>VALUE</b>","WHEAT, IRRIGATED - ACRES PLANTED  -  <b>CV (%)</b>","WHEAT, IRRIGATED - PRODUCTION, MEASURED IN BU  -  <b>VALUE</b>","WHEAT, IRRIGATED - PRODUCTION, MEASURED IN BU  -  <b>CV (%)</b>","WHEAT, IRRIGATED - YIELD, MEASURED IN BU / ACRE  -  <b>VALUE</b>","WHEAT, IRRIGATED - YIELD, MEASURED IN BU / ACRE  -  <b>CV (%)</b>","WHEAT, NON-IRRIGATED - ACRES HARVESTED  -  <b>VALUE</b>","WHEAT, NON-IRRIGATED - ACRES HARVESTED  -  <b>CV (%)</b>","WHEAT, NON-IRRIGATED - ACRES PLANTED  -  <b>VALUE</b>","WHEAT, NON-IRRIGATED - ACRES PLANTED  -  <b>CV (%)</b>","WHEAT, NON-IRRIGATED - PRODUCTION, MEASURED IN BU  -  <b>VALUE</b>","WHEAT, NON-IRRIGATED - PRODUCTION, MEASURED IN BU  -  <b>CV (%)</b>","WHEAT, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE  -  <b>VALUE</b>","WHEAT, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE  -  <b>CV (%)</b>","WHEAT, WINTER - ACRES HARVESTED  -  <b>VALUE</b>","WHEAT, WINTER - ACRES HARVESTED  -  <b>CV (%)</b>","WHEAT, WINTER - ACRES PLANTED  -  <b>VALUE</b>","WHEAT, WINTER - ACRES PLANTED  -  <b>CV (%)</b>","WHEAT, WINTER - PRODUCTION, MEASURED IN BU  -  <b>VALUE</b>","WHEAT, WINTER - PRODUCTION, MEASURED IN BU  -  <b>CV (%)</b>","WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE  -  <b>VALUE</b>","WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE  -  <b>CV (%)</b>","WHEAT, WINTER, IRRIGATED - ACRES HARVESTED  -  <b>VALUE</b>","WHEAT, WINTER, IRRIGATED - ACRES HARVESTED  -  <b>CV (%)</b>","WHEAT, WINTER, IRRIGATED - ACRES PLANTED  -  <b>VALUE</b>","WHEAT, WINTER, IRRIGATED - ACRES PLANTED  -  <b>CV (%)</b>","WHEAT, WINTER, IRRIGATED - PRODUCTION, MEASURED IN BU  -  <b>VALUE</b>","WHEAT, WINTER, IRRIGATED - PRODUCTION, MEASURED IN BU  -  <b>CV (%)</b>","WHEAT, WINTER, IRRIGATED - YIELD, MEASURED IN BU / ACRE  -  <b>VALUE</b>","WHEAT, WINTER, IRRIGATED - YIELD, MEASURED IN BU / ACRE  -  <b>CV (%)</b>","WHEAT, WINTER, NON-IRRIGATED - ACRES HARVESTED  -  <b>VALUE</b>","WHEAT, WINTER, NON-IRRIGATED - ACRES HARVESTED  -  <b>CV (%)</b>","WHEAT, WINTER, NON-IRRIGATED - ACRES PLANTED  -  <b>VALUE</b>","WHEAT, WINTER, NON-IRRIGATED - ACRES PLANTED  -  <b>CV (%)</b>","WHEAT, WINTER, NON-IRRIGATED - PRODUCTION, MEASURED IN BU  -  <b>VALUE</b>","WHEAT, WINTER, NON-IRRIGATED - PRODUCTION, MEASURED IN BU  -  <b>CV (%)</b>","WHEAT, WINTER, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE  -  <b>VALUE</b>","WHEAT, WINTER, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE  -  <b>CV (%)</b>"
"SURVEY","1977","YEAR","","COUNTY","NEBRASKA","31","SOUTHWEST","70","PERKINS","135","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","170,000","","184,400","","6,325,600","","37.2","","4,400","","4,400","","211,200","","48","","165,600","","180,000","","6,114,400","","36.9","","170,000","","184,400","","6,325,600","","37.2","","4,400","","4,400","","211,200","","48","","165,600","","180,000","","6,114,400","","36.9",""
"SURVEY","1977","YEAR","","COUNTY","NEBRASKA","31","SOUTHWEST","70","RED WILLOW","145","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","84,000","","87,500","","3,516,400","","41.9","","2,500","","2,500","","115,000","","46","","81,500","","85,000","","3,401,400","","41.7","","84,000","","87,500","","3,516,400","","41.9","","2,500","","2,500","","115,000","","46","","81,500","","85,000","","3,401,400","","41.7",""
"SURVEY","1976","YEAR","","COUNTY","NEBRASKA","31","CENTRAL","50","BUFFALO","019","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","23,500","","27,800","","780,500","","33.2","","1,500","","1,500","","58,500","","39","","22,000","","26,300","","722,000","","32.8","","23,500","","27,800","","780,500","","33.2","","1,500","","1,500","","58,500","","39","","22,000","","26,300","","722,000","","32.8",""
"SURVEY","1976","YEAR","","COUNTY","NEBRASKA","31","CENTRAL","50","CUSTER","041","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","30,000","","38,900","","1,143,500","","38.1","","3,600","","3,600","","144,000","","40","","26,400","","35,300","","999,500","","37.9","","30,000","","38,900","","1,143,500","","38.1","","3,600","","3,600","","144,000","","40","","26,400","","35,300","","999,500","","37.9",""
"SURVEY","1976","YEAR","","COUNTY","NEBRASKA","31","CENTRAL","50","DAWSON","047","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","9,500","","10,300","","365,900","","38.5","","2,000","","2,000","","80,000","","40","","7,500","","8,300","","285,900","","38.1","","9,500","","10,300","","365,900","","38.5","","2,000","","2,000","","80,000","","40","","7,500","","8,300","","285,900","","38.1",""
"SURVEY","1976","YEAR","","COUNTY","NEBRASKA","31","CENTRAL","50","GREELEY","077","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","3,400","","5,500","","98,100","","28.9","","300","","300","","10,800","","36","","3,100","","5,200","","87,300","","28.2","","3,400","","5,500","","98,100","","28.9","","300","","300","","10,800","","36","","3,100","","5,200","","87,300","","28.2",""
"SURVEY","1976","YEAR","","COUNTY","NEBRASKA","31","CENTRAL","50","HALL","079","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","9,000","","14,000","","232,700","","25.9","","1,900","","2,000","","64,600","","34","","7,100","","12,000","","168,100","","23.7","","9,000","","14,000","","232,700","","25.9","","1,900","","2,000","","64,600","","34","","7,100","","12,000","","168,100","","23.7",""
"SURVEY","1976","YEAR","","COUNTY","NEBRASKA","31","CENTRAL","50","HOWARD","093","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","7,000","","8,700","","193,600","","27.7","","400","","400","","13,600","","34","","6,600","","8,300","","180,000","","27.3","","7,000","","8,700","","193,600","","27.7","","400","","400","","13,600","","34","","6,600","","8,300","","180,000","","27.3",""
"SURVEY","1976","YEAR","","COUNTY","NEBRASKA","31","CENTRAL","50","SHERMAN","163","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","6,600","","10,000","","196,000","","29.7","","1,000","","1,000","","36,000","","36","","5,600","","9,000","","160,000","","28.6","","6,600","","10,000","","196,000","","29.7","","1,000","","1,000","","36,000","","36","","5,600","","9,000","","160,000","","28.6",""
"SURVEY","1976","YEAR","","COUNTY","NEBRASKA","31","CENTRAL","50","VALLEY","175","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","6,000","","9,800","","209,600","","34.9","","1,400","","1,400","","51,800","","37","","4,600","","8,400","","157,800","","34.3","","6,000","","9,800","","209,600","","34.9","","1,400","","1,400","","51,800","","37","","4,600","","8,400","","157,800","","34.3",""
"SURVEY","1976","YEAR","","COUNTY","NEBRASKA","31","NORTH","20","BLAINE","009","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","200","","200","","4,800","","24","","","","","","","","","","200","","200","","4,800","","24","","200","","200","","4,800","","24","","","","","","","","","","200","","200","","4,800","","24",""
"SURVEY","1976","YEAR","","COUNTY","NEBRASKA","31","NORTH","20","BOYD","015","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","2,200","","2,700","","48,800","","22.2","","","","","","","","","","2,200","","2,700","","48,800","","22.2","","2,200","","2,700","","48,800","","22.2","","","","","","","","","","2,200","","2,700","","48,800","","22.2",""
"SURVEY","1976","YEAR","","COUNTY","NEBRASKA","31","NORTH","20","BROWN","017","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","200","","200","","6,400","","32","","100","","100","","4,200","","42","","100","","100","","2,200","","22","","200","","200","","6,400","","32","","100","","100","","4,200","","42","","100","","100","","2,200","","22",""
"SURVEY","1976","YEAR","","COUNTY","NEBRASKA","31","NORTH","20","CHERRY","031","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","1,700","","2,400","","40,500","","23.8","","200","","200","","8,400","","42","","1,500","","2,200","","32,100","","21.4","","1,700","","2,400","","40,500","","23.8","","200","","200","","8,400","","42","","1,500","","2,200","","32,100","","21.4",""
"SURVEY","1976","YEAR","","COUNTY","NEBRASKA","31","NORTH","20","GARFIELD","071","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","300","","500","","7,700","","25.7","","","","","","","","","","300","","500","","7,700","","25.7","","300","","500","","7,700","","25.7","","","","","","","","","","300","","500","","7,700","","25.7",""
"SURVEY","1976","YEAR","","COUNTY","NEBRASKA","31","NORTH","20","HOLT","089","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","3,500","","4,500","","82,200","","23.5","","300","","300","","12,600","","42","","3,200","","4,200","","69,600","","21.8","","3,500","","4,500","","82,200","","23.5","","300","","300","","12,600","","42","","3,200","","4,200","","69,600","","21.8",""
"SURVEY","1976","YEAR","","COUNTY","NEBRASKA","31","NORTH","20","KEYA PAHA","103","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","2,000","","2,300","","64,000","","32","","1,000","","1,100","","41,000","","41","","1,000","","1,200","","23,000","","23","","2,000","","2,300","","64,000","","32","","1,000","","1,100","","41,000","","41","","1,000","","1,200","","23,000","","23",""
"SURVEY","1976","YEAR","","COUNTY","NEBRASKA","31","NORTH","20","LOGAN","113","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","5,500","","7,800","","154,900","","28.2","","100","","100","","4,200","","42","","5,400","","7,700","","150,700","","27.9","","5,500","","7,800","","154,900","","28.2","","100","","100","","4,200","","42","","5,400","","7,700","","150,700","","27.9",""
"SURVEY","1976","YEAR","","COUNTY","NEBRASKA","31","NORTH","20","LOUP","115","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","400","","500","","8,900","","22.3","","","","","","","","","","400","","500","","8,900","","22.3","","400","","500","","8,900","","22.3","","","","","","","","","","400","","500","","8,900","","22.3",""
"SURVEY","1976","YEAR","","COUNTY","NEBRASKA","31","NORTH","20","MCPHERSON","117","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","400","","600","","8,600","","21.5","","","","","","","","","","400","","600","","8,600","","21.5","","400","","600","","8,600","","21.5","","","","","","","","","","400","","600","","8,600","","21.5",""
"SURVEY","1976","YEAR","","COUNTY","NEBRASKA","31","NORTH","20","ROCK","149","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","200","","200","","6,000","","30","","100","","100","","4,100","","41","","100","","100","","1,900","","19","","200","","200","","6,000","","30","","100","","100","","4,100","","41","","100","","100","","1,900","","19",""
"SURVEY","1976","YEAR","","COUNTY","NEBRASKA","31","NORTH","20","THOMAS","171","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","100","","100","","2,400","","24","","","","","","","","","","100","","100","","2,400","","24","","100","","100","","2,400","","24","","","","","","","","","","100","","100","","2,400","","24",""
"SURVEY","1976","YEAR","","COUNTY","NEBRASKA","31","NORTH","20","WHEELER","183","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","300","","500","","7,500","","25","","","","","","","","","","300","","500","","7,500","","25","","300","","500","","7,500","","25","","","","","","","","","","300","","500","","7,500","","25",""
"SURVEY","1976","YEAR","","COUNTY","NEBRASKA","31","NORTHWEST","10","BOX BUTTE","013","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","110,000","","112,600","","3,918,600","","35.6","","5,000","","5,000","","225,000","","45","","105,000","","107,600","","3,693,600","","35.2","","110,000","","112,600","","3,918,600","","35.6","","5,000","","5,000","","225,000","","45","","105,000","","107,600","","3,693,600","","35.2",""
"SURVEY","1976","YEAR","","COUNTY","NEBRASKA","31","NORTHWEST","10","CHEYENNE","033","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","236,000","","240,500","","7,364,600","","31.2","","6,300","","6,300","","252,000","","40","","229,700","","234,200","","7,112,600","","31","","236,000","","240,500","","7,364,600","","31.2","","6,300","","6,300","","252,000","","40","","229,700","","234,200","","7,112,600","","31",""
"SURVEY","1976","YEAR","","COUNTY","NEBRASKA","31","NORTHWEST","10","DAWES","045","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","46,000","","49,000","","1,748,200","","38","","400","","400","","17,200","","43","","45,600","","48,600","","1,731,000","","38","","46,000","","49,000","","1,748,200","","38","","400","","400","","17,200","","43","","45,600","","48,600","","1,731,000","","38",""
"SURVEY","1976","YEAR","","COUNTY","NEBRASKA","31","NORTHWEST","10","DEUEL","049","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","97,000","","98,500","","3,291,900","","33.9","","3,300","","3,300","","122,100","","37","","93,700","","95,200","","3,169,800","","33.8","","97,000","","98,500","","3,291,900","","33.9","","3,300","","3,300","","122,100","","37","","93,700","","95,200","","3,169,800","","33.8",""
"SURVEY","1976","YEAR","","COUNTY","NEBRASKA","31","NORTHWEST","10","GARDEN","069","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","66,000","","70,000","","2,217,000","","33.6","","1,800","","1,800","","73,800","","41","","64,200","","68,200","","2,143,200","","33.4","","66,000","","70,000","","2,217,000","","33.6","","1,800","","1,800","","73,800","","41","","64,200","","68,200","","2,143,200","","33.4",""
"SURVEY","1976","YEAR","","COUNTY","NEBRASKA","31","NORTHWEST","10","KIMBALL","105","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","166,000","","172,800","","4,342,000","","26.2","","2,500","","2,500","","95,000","","38","","163,500","","170,300","","4,247,000","","26","","166,000","","172,800","","4,342,000","","26.2","","2,500","","2,500","","95,000","","38","","163,500","","170,300","","4,247,000","","26",""
"SURVEY","1976","YEAR","","COUNTY","NEBRASKA","31","NORTHWEST","10","MORRILL","123","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","33,500","","35,600","","1,001,000","","29.9","","500","","600","","23,000","","46","","33,000","","35,000","","978,000","","29.6","","33,500","","35,600","","1,001,000","","29.9","","500","","600","","23,000","","46","","33,000","","35,000","","978,000","","29.6",""
"SURVEY","1976","YEAR","","COUNTY","NEBRASKA","31","NORTHWEST","10","SCOTTS BLUFF","157","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","13,500","","16,000","","372,400","","27.6","","700","","700","","28,000","","40","","12,800","","15,300","","344,400","","26.9","","13,500","","16,000","","372,400","","27.6","","700","","700","","28,000","","40","","12,800","","15,300","","344,400","","26.9",""
"SURVEY","1976","YEAR","","COUNTY","NEBRASKA","31","NORTHWEST","10","SHERIDAN","161","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","56,000","","58,500","","1,925,700","","34.4","","3,500","","3,500","","157,500","","45","","52,500","","55,000","","1,768,200","","33.7","","56,000","","58,500","","1,925,700","","34.4","","3,500","","3,500","","157,500","","45","","52,500","","55,000","","1,768,200","","33.7",""
"SURVEY","1976","YEAR","","COUNTY","NEBRASKA","31","NORTHWEST","10","SIOUX","165","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","6,000","","6,500","","184,500","","30.8","","800","","900","","33,600","","42","","5,200","","5,600","","150,900","","29","","6,000","","6,500","","184,500","","30.8","","800","","900","","33,600","","42","","5,200","","5,600","","150,900","","29",""
"SURVEY","1976","YEAR","","COUNTY","NEBRASKA","31","SOUTH","80","ADAMS","001","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","51,000","","72,000","","1,300,100","","25.5","","800","","800","","29,600","","37","","50,200","","71,200","","1,270,500","","25.3","","51,000","","72,000","","1,300,100","","25.5","","800","","800","","29,600","","37","","50,200","","71,200","","1,270,500","","25.3",""
"SURVEY","1976","YEAR","","COUNTY","NEBRASKA","31","SOUTH","80","FRANKLIN","061","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","30,000","","39,000","","877,500","","29.3","","1,200","","1,200","","43,200","","36","","28,800","","37,800","","834,300","","29","","30,000","","39,000","","877,500","","29.3","","1,200","","1,200","","43,200","","36","","28,800","","37,800","","834,300","","29",""
"SURVEY","1976","YEAR","","COUNTY","NEBRASKA","31","SOUTH","80","FURNAS","065","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","82,000","","84,000","","3,209,500","","39.1","","1,000","","1,100","","43,000","","43","","81,000","","82,900","","3,166,500","","39.1","","82,000","","84,000","","3,209,500","","39.1","","1,000","","1,100","","43,000","","43","","81,000","","82,900","","3,166,500","","39.1",""
"SURVEY","1976","YEAR","","COUNTY","NEBRASKA","31","SOUTH","80","GOSPER","073","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","26,000","","27,000","","982,100","","37.8","","200","","200","","8,600","","43","","25,800","","26,800","","973,500","","37.7","","26,000","","27,000","","982,100","","37.8","","200","","200","","8,600","","43","","25,800","","26,800","","973,500","","37.7",""
"SURVEY","1976","YEAR","","COUNTY","NEBRASKA","31","SOUTH","80","HARLAN","083","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","48,000","","52,000","","1,616,400","","33.7","","700","","700","","28,000","","40","","47,300","","51,300","","1,588,400","","33.6","","48,000","","52,000","","1,616,400","","33.7","","700","","700","","28,000","","40","","47,300","","51,300","","1,588,400","","33.6",""
"SURVEY","1976","YEAR","","COUNTY","NEBRASKA","31","SOUTH","80","KEARNEY","099","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","41,000","","44,500","","1,206,800","","29.4","","700","","800","","27,300","","39","","40,300","","43,700","","1,179,500","","29.3","","41,000","","44,500","","1,206,800","","29.4","","700","","800","","27,300","","39","","40,300","","43,700","","1,179,500","","29.3",""
"SURVEY","1976","YEAR","","COUNTY","NEBRASKA","31","SOUTH","80","PHELPS","137","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","18,000","","19,000","","632,000","","35.1","","1,000","","1,000","","41,000","","41","","17,000","","18,000","","591,000","","34.8","","18,000","","19,000","","632,000","","35.1","","1,000","","1,000","","41,000","","41","","17,000","","18,000","","591,000","","34.8",""
"SURVEY","1976","YEAR","","COUNTY","NEBRASKA","31","SOUTH","80","WEBSTER","181","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","32,000","","43,500","","922,400","","28.8","","200","","200","","7,400","","37","","31,800","","43,300","","915,000","","28.8","","32,000","","43,500","","922,400","","28.8","","200","","200","","7,400","","37","","31,800","","43,300","","915,000","","28.8",""
"SURVEY","1976","YEAR","","COUNTY","NEBRASKA","31","SOUTHWEST","70","CHASE","029","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","59,000","","63,000","","1,615,000","","27.4","","3,000","","3,000","","117,000","","39","","56,000","","60,000","","1,498,000","","26.8","","59,000","","63,000","","1,615,000","","27.4","","3,000","","3,000","","117,000","","39","","56,000","","60,000","","1,498,000","","26.8",""
"SURVEY","1976","YEAR","","COUNTY","NEBRASKA","31","SOUTHWEST","70","DUNDY","057","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","42,000","","47,500","","1,261,800","","30","","1,500","","1,500","","54,000","","36","","40,500","","46,000","","1,207,800","","29.8","","42,000","","47,500","","1,261,800","","30","","1,500","","1,500","","54,000","","36","","40,500","","46,000","","1,207,800","","29.8",""
"SURVEY","1976","YEAR","","COUNTY","NEBRASKA","31","SOUTHWEST","70","FRONTIER","063","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","60,000","","64,000","","1,935,900","","32.3","","200","","200","","7,600","","38","","59,800","","63,800","","1,928,300","","32.2","","60,000","","64,000","","1,935,900","","32.3","","200","","200","","7,600","","38","","59,800","","63,800","","1,928,300","","32.2",""
"SURVEY","1976","YEAR","","COUNTY","NEBRASKA","31","SOUTHWEST","70","HAYES","085","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","51,000","","57,000","","1,498,500","","29.4","","100","","100","","3,900","","39","","50,900","","56,900","","1,494,600","","29.4","","51,000","","57,000","","1,498,500","","29.4","","100","","100","","3,900","","39","","50,900","","56,900","","1,494,600","","29.4",""
"SURVEY","1976","YEAR","","COUNTY","NEBRASKA","31","SOUTHWEST","70","HITCHCOCK","087","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","86,000","","92,000","","2,568,600","","29.9","","1,000","","1,300","","42,000","","42","","85,000","","90,700","","2,526,600","","29.7","","86,000","","92,000","","2,568,600","","29.9","","1,000","","1,300","","42,000","","42","","85,000","","90,700","","2,526,600","","29.7",""
"SURVEY","1976","YEAR","","COUNTY","NEBRASKA","31","SOUTHWEST","70","KEITH","101","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","84,000","","86,000","","2,416,500","","28.8","","1,800","","2,000","","68,400","","38","","82,200","","84,000","","2,348,100","","28.6","","84,000","","86,000","","2,416,500","","28.8","","1,800","","2,000","","68,400","","38","","82,200","","84,000","","2,348,100","","28.6",""
"SURVEY","1976","YEAR","","COUNTY","NEBRASKA","31","SOUTHWEST","70","LINCOLN","111","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","49,000","","53,000","","1,363,500","","27.8","","1,000","","1,200","","37,000","","37","","48,000","","51,800","","1,326,500","","27.6","","49,000","","53,000","","1,363,500","","27.8","","1,000","","1,200","","37,000","","37","","48,000","","51,800","","1,326,500","","27.6",""
"SURVEY","1976","YEAR","","COUNTY","NEBRASKA","31","SOUTHWEST","70","PERKINS","135","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","170,000","","182,500","","4,279,600","","25.2","","3,600","","4,000","","129,600","","36","","166,400","","178,500","","4,150,000","","24.9","","170,000","","182,500","","4,279,600","","25.2","","3,600","","4,000","","129,600","","36","","166,400","","178,500","","4,150,000","","24.9",""
"SURVEY","1976","YEAR","","COUNTY","NEBRASKA","31","SOUTHWEST","70","RED WILLOW","145","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","79,000","","80,000","","3,063,600","","38.8","","1,400","","1,500","","58,800","","42","","77,600","","78,500","","3,004,800","","38.7","","79,000","","80,000","","3,063,600","","38.8","","1,400","","1,500","","58,800","","42","","77,600","","78,500","","3,004,800","","38.7",""
"SURVEY","1975","YEAR","","COUNTY","NEBRASKA","31","CENTRAL","50","BUFFALO","019","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","23,200","","24,600","","579,900","","25","","1,000","","1,000","","40,000","","40","","22,200","","23,600","","539,900","","24.3","","23,200","","24,600","","579,900","","25","","1,000","","1,000","","40,000","","40","","22,200","","23,600","","539,900","","24.3",""
"SURVEY","1975","YEAR","","COUNTY","NEBRASKA","31","CENTRAL","50","CUSTER","041","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","40,000","","41,500","","1,409,200","","35.2","","3,600","","3,700","","176,400","","49","","36,400","","37,800","","1,232,800","","33.9","","40,000","","41,500","","1,409,200","","35.2","","3,600","","3,700","","176,400","","49","","36,400","","37,800","","1,232,800","","33.9",""
"SURVEY","1975","YEAR","","COUNTY","NEBRASKA","31","CENTRAL","50","DAWSON","047","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","8,500","","9,900","","309,800","","36.4","","2,500","","2,500","","115,000","","46","","6,000","","7,400","","194,800","","32.5","","8,500","","9,900","","309,800","","36.4","","2,500","","2,500","","115,000","","46","","6,000","","7,400","","194,800","","32.5",""
"SURVEY","1975","YEAR","","COUNTY","NEBRASKA","31","CENTRAL","50","GREELEY","077","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","5,700","","6,300","","152,900","","26.8","","400","","400","","19,600","","49","","5,300","","5,900","","133,300","","25.2","","5,700","","6,300","","152,900","","26.8","","400","","400","","19,600","","49","","5,300","","5,900","","133,300","","25.2",""
"SURVEY","1975","YEAR","","COUNTY","NEBRASKA","31","CENTRAL","50","HALL","079","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","11,000","","12,900","","283,700","","25.8","","500","","500","","23,500","","47","","10,500","","12,400","","260,200","","24.8","","11,000","","12,900","","283,700","","25.8","","500","","500","","23,500","","47","","10,500","","12,400","","260,200","","24.8",""
"SURVEY","1975","YEAR","","COUNTY","NEBRASKA","31","CENTRAL","50","HOWARD","093","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","9,000","","10,900","","239,400","","26.6","","300","","300","","14,400","","48","","8,700","","10,600","","225,000","","25.9","","9,000","","10,900","","239,400","","26.6","","300","","300","","14,400","","48","","8,700","","10,600","","225,000","","25.9",""
"SURVEY","1975","YEAR","","COUNTY","NEBRASKA","31","CENTRAL","50","SHERMAN","163","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","9,000","","9,800","","251,300","","27.9","","1,300","","1,300","","52,000","","40","","7,700","","8,500","","199,300","","25.9","","9,000","","9,800","","251,300","","27.9","","1,300","","1,300","","52,000","","40","","7,700","","8,500","","199,300","","25.9",""
"SURVEY","1975","YEAR","","COUNTY","NEBRASKA","31","CENTRAL","50","VALLEY","175","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","12,600","","13,600","","425,400","","33.8","","1,800","","1,800","","77,400","","43","","10,800","","11,800","","348,000","","32.2","","12,600","","13,600","","425,400","","33.8","","1,800","","1,800","","77,400","","43","","10,800","","11,800","","348,000","","32.2",""
"SURVEY","1975","YEAR","","COUNTY","NEBRASKA","31","NORTH","20","BLAINE","009","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","200","","200","","4,400","","22","","","","","","","","","","200","","200","","4,400","","22","","200","","200","","4,400","","22","","","","","","","","","","200","","200","","4,400","","22",""
"SURVEY","1975","YEAR","","COUNTY","NEBRASKA","31","NORTH","20","BOYD","015","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","2,100","","2,300","","44,100","","21","","","","","","","","","","2,100","","2,300","","44,100","","21","","2,100","","2,300","","44,100","","21","","","","","","","","","","2,100","","2,300","","44,100","","21",""
"SURVEY","1975","YEAR","","COUNTY","NEBRASKA","31","NORTH","20","BROWN","017","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","800","","800","","28,400","","35.5","","700","","700","","26,600","","38","","100","","100","","1,800","","18","","800","","800","","28,400","","35.5","","700","","700","","26,600","","38","","100","","100","","1,800","","18",""
"SURVEY","1975","YEAR","","COUNTY","NEBRASKA","31","NORTH","20","CHERRY","031","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","1,400","","1,600","","31,200","","22.3","","200","","200","","8,000","","40","","1,200","","1,400","","23,200","","19.3","","1,400","","1,600","","31,200","","22.3","","200","","200","","8,000","","40","","1,200","","1,400","","23,200","","19.3",""
