"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Domain","Domain Category","WHEAT - ACRES HARVESTED  -  <b>VALUE</b>","WHEAT - ACRES HARVESTED  -  <b>CV (%)</b>","WHEAT - ACRES PLANTED  -  <b>VALUE</b>","WHEAT - ACRES PLANTED  -  <b>CV (%)</b>","WHEAT - PRODUCTION, MEASURED IN BU  -  <b>VALUE</b>","WHEAT - PRODUCTION, MEASURED IN BU  -  <b>CV (%)</b>","WHEAT - YIELD, MEASURED IN BU / ACRE  -  <b>VALUE</b>","WHEAT - YIELD, MEASURED IN BU / ACRE  -  <b>CV (%)</b>","WHEAT - YIELD, MEASURED IN BU / PLANTED ACRE  -  <b>VALUE</b>","WHEAT - YIELD, MEASURED IN BU / PLANTED ACRE  -  <b>CV (%)</b>","WHEAT, NON-IRRIGATED - ACRES HARVESTED  -  <b>VALUE</b>","WHEAT, NON-IRRIGATED - ACRES HARVESTED  -  <b>CV (%)</b>","WHEAT, NON-IRRIGATED - ACRES PLANTED  -  <b>VALUE</b>","WHEAT, NON-IRRIGATED - ACRES PLANTED  -  <b>CV (%)</b>","WHEAT, NON-IRRIGATED - PRODUCTION, MEASURED IN BU  -  <b>VALUE</b>","WHEAT, NON-IRRIGATED - PRODUCTION, MEASURED IN BU  -  <b>CV (%)</b>","WHEAT, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE  -  <b>VALUE</b>","WHEAT, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE  -  <b>CV (%)</b>","WHEAT, NON-IRRIGATED - YIELD, MEASURED IN BU / PLANTED ACRE  -  <b>VALUE</b>","WHEAT, NON-IRRIGATED - YIELD, MEASURED IN BU / PLANTED ACRE  -  <b>CV (%)</b>","WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED  -  <b>VALUE</b>","WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED  -  <b>CV (%)</b>","WHEAT, SPRING, (EXCL DURUM) - ACRES PLANTED  -  <b>VALUE</b>","WHEAT, SPRING, (EXCL DURUM) - ACRES PLANTED  -  <b>CV (%)</b>","WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU  -  <b>VALUE</b>","WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU  -  <b>CV (%)</b>","WHEAT, SPRING, (EXCL DURUM) - YIELD, MEASURED IN BU / ACRE  -  <b>VALUE</b>","WHEAT, SPRING, (EXCL DURUM) - YIELD, MEASURED IN BU / ACRE  -  <b>CV (%)</b>","WHEAT, SPRING, (EXCL DURUM), NON-IRRIGATED - ACRES HARVESTED  -  <b>VALUE</b>","WHEAT, SPRING, (EXCL DURUM), NON-IRRIGATED - ACRES HARVESTED  -  <b>CV (%)</b>","WHEAT, SPRING, (EXCL DURUM), NON-IRRIGATED - ACRES PLANTED  -  <b>VALUE</b>","WHEAT, SPRING, (EXCL DURUM), NON-IRRIGATED - ACRES PLANTED  -  <b>CV (%)</b>","WHEAT, SPRING, (EXCL DURUM), NON-IRRIGATED - PRODUCTION, MEASURED IN BU  -  <b>VALUE</b>","WHEAT, SPRING, (EXCL DURUM), NON-IRRIGATED - PRODUCTION, MEASURED IN BU  -  <b>CV (%)</b>","WHEAT, SPRING, (EXCL DURUM), NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE  -  <b>VALUE</b>","WHEAT, SPRING, (EXCL DURUM), NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE  -  <b>CV (%)</b>","WHEAT, SPRING, DURUM - ACRES HARVESTED  -  <b>VALUE</b>","WHEAT, SPRING, DURUM - ACRES HARVESTED  -  <b>CV (%)</b>","WHEAT, SPRING, DURUM - ACRES PLANTED  -  <b>VALUE</b>","WHEAT, SPRING, DURUM - ACRES PLANTED  -  <b>CV (%)</b>","WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN BU  -  <b>VALUE</b>","WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN BU  -  <b>CV (%)</b>","WHEAT, SPRING, DURUM - YIELD, MEASURED IN BU / ACRE  -  <b>VALUE</b>","WHEAT, SPRING, DURUM - YIELD, MEASURED IN BU / ACRE  -  <b>CV (%)</b>","WHEAT, SPRING, DURUM, NON-IRRIGATED - ACRES HARVESTED  -  <b>VALUE</b>","WHEAT, SPRING, DURUM, NON-IRRIGATED - ACRES HARVESTED  -  <b>CV (%)</b>","WHEAT, SPRING, DURUM, NON-IRRIGATED - ACRES PLANTED  -  <b>VALUE</b>","WHEAT, SPRING, DURUM, NON-IRRIGATED - ACRES PLANTED  -  <b>CV (%)</b>","WHEAT, SPRING, DURUM, NON-IRRIGATED - PRODUCTION, MEASURED IN BU  -  <b>VALUE</b>","WHEAT, SPRING, DURUM, NON-IRRIGATED - PRODUCTION, MEASURED IN BU  -  <b>CV (%)</b>","WHEAT, SPRING, DURUM, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE  -  <b>VALUE</b>","WHEAT, SPRING, DURUM, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE  -  <b>CV (%)</b>","WHEAT, WINTER - ACRES HARVESTED  -  <b>VALUE</b>","WHEAT, WINTER - ACRES HARVESTED  -  <b>CV (%)</b>","WHEAT, WINTER - ACRES PLANTED  -  <b>VALUE</b>","WHEAT, WINTER - ACRES PLANTED  -  <b>CV (%)</b>","WHEAT, WINTER - PRODUCTION, MEASURED IN BU  -  <b>VALUE</b>","WHEAT, WINTER - PRODUCTION, MEASURED IN BU  -  <b>CV (%)</b>","WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE  -  <b>VALUE</b>","WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE  -  <b>CV (%)</b>","WHEAT, WINTER - YIELD, MEASURED IN BU / PLANTED ACRE  -  <b>VALUE</b>","WHEAT, WINTER - YIELD, MEASURED IN BU / PLANTED ACRE  -  <b>CV (%)</b>","WHEAT, WINTER, NON-IRRIGATED - ACRES HARVESTED  -  <b>VALUE</b>","WHEAT, WINTER, NON-IRRIGATED - ACRES HARVESTED  -  <b>CV (%)</b>","WHEAT, WINTER, NON-IRRIGATED - ACRES PLANTED  -  <b>VALUE</b>","WHEAT, WINTER, NON-IRRIGATED - ACRES PLANTED  -  <b>CV (%)</b>","WHEAT, WINTER, NON-IRRIGATED - PRODUCTION, MEASURED IN BU  -  <b>VALUE</b>","WHEAT, WINTER, NON-IRRIGATED - PRODUCTION, MEASURED IN BU  -  <b>CV (%)</b>","WHEAT, WINTER, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE  -  <b>VALUE</b>","WHEAT, WINTER, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE  -  <b>CV (%)</b>"
"SURVEY","1976","YEAR","","COUNTY","SOUTH DAKOTA","46","NORTH CENTRAL","20","CAMPBELL","021","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","76,100","","97,400","","805,300","","10.6","","","","76,100","","97,400","","805,300","","10.6","","","","71,000","","91,200","","745,500","","10.5","","71,000","","91,200","","745,500","","10.5","","2,400","","3,100","","21,800","","9.1","","2,400","","3,100","","21,800","","9.1","","2,700","","3,100","","38,000","","14.1","","","","2,700","","3,100","","38,000","","14.1",""
"SURVEY","1976","YEAR","","COUNTY","SOUTH DAKOTA","46","NORTH CENTRAL","20","EDMUNDS","045","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","50,000","","127,100","","339,400","","6.8","","","","50,000","","127,100","","339,400","","6.8","","","","36,000","","102,700","","252,000","","7","","36,000","","102,700","","252,000","","7","","11,900","","21,400","","63,100","","5.3","","11,900","","21,400","","63,100","","5.3","","2,100","","3,000","","24,300","","11.6","","","","2,100","","3,000","","24,300","","11.6",""
"SURVEY","1976","YEAR","","COUNTY","SOUTH DAKOTA","46","NORTH CENTRAL","20","FAULK","049","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","49,300","","86,500","","327,700","","6.6","","","","49,300","","86,500","","327,700","","6.6","","","","44,000","","77,200","","277,200","","6.3","","44,000","","77,200","","277,200","","6.3","","2,900","","5,300","","14,500","","5","","2,900","","5,300","","14,500","","5","","2,400","","4,000","","36,000","","15","","","","2,400","","4,000","","36,000","","15",""
"SURVEY","1976","YEAR","","COUNTY","SOUTH DAKOTA","46","NORTH CENTRAL","20","MCPHERSON","089","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","66,100","","95,200","","549,600","","8.3","","","","66,100","","95,200","","549,600","","8.3","","","","55,500","","81,500","","460,700","","8.3","","55,500","","81,500","","460,700","","8.3","","9,300","","12,000","","77,200","","8.3","","9,300","","12,000","","77,200","","8.3","","1,300","","1,700","","11,700","","9","","","","1,300","","1,700","","11,700","","9",""
"SURVEY","1976","YEAR","","COUNTY","SOUTH DAKOTA","46","NORTH CENTRAL","20","POTTER","107","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","70,500","","107,600","","815,500","","11.6","","","","70,500","","107,600","","815,500","","11.6","","","","36,800","","70,000","","254,000","","6.9","","36,800","","70,000","","254,000","","6.9","","2,700","","4,600","","15,900","","5.9","","2,700","","4,600","","15,900","","5.9","","31,000","","33,000","","545,600","","17.6","","","","31,000","","33,000","","545,600","","17.6",""
"SURVEY","1976","YEAR","","COUNTY","SOUTH DAKOTA","46","NORTH CENTRAL","20","SPINK","115","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","205,100","","259,600","","1,553,900","","7.6","","","","205,100","","259,600","","1,553,900","","7.6","","","","184,000","","235,200","","1,288,000","","7","","184,000","","235,200","","1,288,000","","7","","6,800","","8,400","","33,300","","4.9","","6,800","","8,400","","33,300","","4.9","","14,300","","16,000","","232,600","","16.3","","","","14,300","","16,000","","232,600","","16.3",""
"SURVEY","1976","YEAR","","COUNTY","SOUTH DAKOTA","46","NORTH CENTRAL","20","WALWORTH","129","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","77,500","","99,800","","853,100","","11","","","","77,500","","99,800","","853,100","","11","","","","70,900","","91,300","","772,800","","10.9","","70,900","","91,300","","772,800","","10.9","","4,600","","5,500","","44,600","","9.7","","4,600","","5,500","","44,600","","9.7","","2,000","","3,000","","35,700","","17.9","","","","2,000","","3,000","","35,700","","17.9",""
"SURVEY","1976","YEAR","","COUNTY","SOUTH DAKOTA","46","NORTHEAST","30","CLARK","025","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","76,800","","94,900","","701,100","","9.1","","","","76,800","","94,900","","701,100","","9.1","","","","60,000","","75,300","","540,000","","9","","60,000","","75,300","","540,000","","9","","9,400","","11,500","","72,400","","7.7","","9,400","","11,500","","72,400","","7.7","","7,400","","8,100","","88,700","","12","","","","7,400","","8,100","","88,700","","12",""
"SURVEY","1976","YEAR","","COUNTY","SOUTH DAKOTA","46","NORTHEAST","30","CODINGTON","029","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","51,000","","70,700","","433,000","","8.5","","","","51,000","","70,700","","433,000","","8.5","","","","36,400","","50,800","","291,200","","8","","36,400","","50,800","","291,200","","8","","9,500","","14,200","","68,400","","7.2","","9,500","","14,200","","68,400","","7.2","","5,100","","5,700","","73,400","","14.4","","","","5,100","","5,700","","73,400","","14.4",""
"SURVEY","1976","YEAR","","COUNTY","SOUTH DAKOTA","46","NORTHEAST","30","DAY","037","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","109,400","","136,500","","714,200","","6.5","","","","109,400","","136,500","","714,200","","6.5","","","","83,000","","105,000","","473,100","","5.7","","83,000","","105,000","","473,100","","5.7","","14,300","","18,000","","72,900","","5.1","","14,300","","18,000","","72,900","","5.1","","12,100","","13,500","","168,200","","13.9","","","","12,100","","13,500","","168,200","","13.9",""
"SURVEY","1976","YEAR","","COUNTY","SOUTH DAKOTA","46","NORTHEAST","30","DEUEL","039","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","25,800","","29,200","","405,900","","15.7","","","","25,800","","29,200","","405,900","","15.7","","","","21,000","","23,700","","331,800","","15.8","","21,000","","23,700","","331,800","","15.8","","1,000","","1,200","","15,600","","15.6","","1,000","","1,200","","15,600","","15.6","","3,800","","4,300","","58,500","","15.4","","","","3,800","","4,300","","58,500","","15.4",""
"SURVEY","1976","YEAR","","COUNTY","SOUTH DAKOTA","46","NORTHEAST","30","GRANT","051","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","62,200","","76,100","","446,700","","7.2","","","","62,200","","76,100","","446,700","","7.2","","","","54,700","","67,500","","361,000","","6.6","","54,700","","67,500","","361,000","","6.6","","2,600","","3,000","","15,600","","6","","2,600","","3,000","","15,600","","6","","4,900","","5,600","","70,100","","14.3","","","","4,900","","5,600","","70,100","","14.3",""
"SURVEY","1976","YEAR","","COUNTY","SOUTH DAKOTA","46","NORTHEAST","30","HAMLIN","057","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","34,000","","38,900","","391,700","","11.5","","","","34,000","","38,900","","391,700","","11.5","","","","27,000","","30,200","","310,500","","11.5","","27,000","","30,200","","310,500","","11.5","","3,400","","4,500","","36,400","","10.7","","3,400","","4,500","","36,400","","10.7","","3,600","","4,200","","44,800","","12.4","","","","3,600","","4,200","","44,800","","12.4",""
"SURVEY","1976","YEAR","","COUNTY","SOUTH DAKOTA","46","NORTHEAST","30","MARSHALL","091","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","117,300","","131,700","","1,303,200","","11.1","","","","117,300","","131,700","","1,303,200","","11.1","","","","108,000","","122,100","","1,198,800","","11.1","","108,000","","122,100","","1,198,800","","11.1","","8,000","","8,100","","88,800","","11.1","","8,000","","8,100","","88,800","","11.1","","1,300","","1,500","","15,600","","12","","","","1,300","","1,500","","15,600","","12",""
"SURVEY","1976","YEAR","","COUNTY","SOUTH DAKOTA","46","NORTHEAST","30","ROBERTS","109","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","106,700","","121,600","","1,570,100","","14.7","","","","106,700","","121,600","","1,570,100","","14.7","","","","90,300","","101,900","","1,340,100","","14.8","","90,300","","101,900","","1,340,100","","14.8","","9,100","","11,500","","111,300","","12.2","","9,100","","11,500","","111,300","","12.2","","7,300","","8,200","","118,700","","16.3","","","","7,300","","8,200","","118,700","","16.3",""
"SURVEY","1976","YEAR","","COUNTY","SOUTH DAKOTA","46","NORTHWEST","10","BUTTE","019","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","20,800","","26,500","","582,100","","28","","","","20,800","","26,500","","582,100","","28","","","","14,800","","17,200","","401,100","","27.1","","14,800","","17,200","","401,100","","27.1","","700","","800","","18,200","","26","","700","","800","","18,200","","26","","5,300","","8,500","","162,800","","30.7","","","","5,300","","8,500","","162,800","","30.7",""
"SURVEY","1976","YEAR","","COUNTY","SOUTH DAKOTA","46","NORTHWEST","10","CORSON","031","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","112,400","","127,200","","1,795,500","","16","","","","112,400","","127,200","","1,795,500","","16","","","","101,000","","115,500","","1,565,500","","15.5","","101,000","","115,500","","1,565,500","","15.5","","5,000","","5,300","","74,500","","14.9","","5,000","","5,300","","74,500","","14.9","","6,400","","6,400","","155,500","","24.3","","","","6,400","","6,400","","155,500","","24.3",""
"SURVEY","1976","YEAR","","COUNTY","SOUTH DAKOTA","46","NORTHWEST","10","DEWEY","041","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","58,500","","64,200","","1,043,300","","17.8","","","","58,500","","64,200","","1,043,300","","17.8","","","","26,600","","31,000","","289,900","","10.9","","26,600","","31,000","","289,900","","10.9","","1,100","","1,200","","11,400","","10.4","","1,100","","1,200","","11,400","","10.4","","30,800","","32,000","","742,000","","24.1","","","","30,800","","32,000","","742,000","","24.1",""
"SURVEY","1976","YEAR","","COUNTY","SOUTH DAKOTA","46","NORTHWEST","10","HARDING","063","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","54,100","","59,900","","911,400","","16.8","","","","54,100","","59,900","","911,400","","16.8","","","","37,300","","40,500","","600,500","","16.1","","37,300","","40,500","","600,500","","16.1","","12,100","","12,600","","193,600","","16","","12,100","","12,600","","193,600","","16","","4,700","","6,800","","117,300","","25","","","","4,700","","6,800","","117,300","","25",""
"SURVEY","1976","YEAR","","COUNTY","SOUTH DAKOTA","46","NORTHWEST","10","PERKINS","105","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","136,100","","154,300","","3,014,300","","22.1","","","","136,100","","154,300","","3,014,300","","22.1","","","","103,000","","110,500","","2,142,100","","20.8","","103,000","","110,500","","2,142,100","","20.8","","10,000","","10,600","","202,000","","20.2","","10,000","","10,600","","202,000","","20.2","","23,100","","33,200","","670,200","","29","","","","23,100","","33,200","","670,200","","29",""
"SURVEY","1976","YEAR","","COUNTY","SOUTH DAKOTA","46","NORTHWEST","10","ZIEBACH","137","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","41,300","","43,300","","596,300","","14.4","","","","41,300","","43,300","","596,300","","14.4","","","","16,700","","17,300","","168,700","","10.1","","16,700","","17,300","","168,700","","10.1","","1,400","","1,500","","12,600","","9","","1,400","","1,500","","12,600","","9","","23,200","","24,500","","415,000","","17.9","","","","23,200","","24,500","","415,000","","17.9",""
"SURVEY","1976","YEAR","","COUNTY","SOUTH DAKOTA","46","SOUTH CENTRAL","80","GREGORY","053","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","17,500","","21,000","","227,400","","13","","","","17,500","","21,000","","227,400","","13","","","","12,300","","15,000","","150,000","","12.2","","12,300","","15,000","","150,000","","12.2","","800","","900","","6,400","","8","","800","","900","","6,400","","8","","4,400","","5,100","","71,000","","16.1","","","","4,400","","5,100","","71,000","","16.1",""
"SURVEY","1976","YEAR","","COUNTY","SOUTH DAKOTA","46","SOUTH CENTRAL","80","JONES","075","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","61,100","","69,400","","1,079,000","","17.7","","","","61,100","","69,400","","1,079,000","","17.7","","","","3,000","","4,300","","18,300","","6.1","","3,000","","4,300","","18,300","","6.1","","200","","300","","1,100","","5.5","","200","","300","","1,100","","5.5","","57,900","","64,800","","1,059,600","","18.3","","","","57,900","","64,800","","1,059,600","","18.3",""
"SURVEY","1976","YEAR","","COUNTY","SOUTH DAKOTA","46","SOUTH CENTRAL","80","LYMAN","085","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","104,300","","119,200","","1,410,900","","13.5","","","","104,300","","119,200","","1,410,900","","13.5","","","","5,200","","7,500","","25,400","","4.9","","5,200","","7,500","","25,400","","4.9","","200","","300","","900","","4.5","","200","","300","","900","","4.5","","98,900","","111,400","","1,384,600","","14","","","","98,900","","111,400","","1,384,600","","14",""
"SURVEY","1976","YEAR","","COUNTY","SOUTH DAKOTA","46","SOUTH CENTRAL","80","MELLETTE","095","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","31,100","","37,500","","536,500","","17.3","","","","31,100","","37,500","","536,500","","17.3","","","","3,500","","5,000","","32,900","","9.4","","3,500","","5,000","","32,900","","9.4","","800","","1,200","","5,100","","6.4","","800","","1,200","","5,100","","6.4","","26,800","","31,300","","498,500","","18.6","","","","26,800","","31,300","","498,500","","18.6",""
"SURVEY","1976","YEAR","","COUNTY","SOUTH DAKOTA","46","SOUTH CENTRAL","80","TODD","121","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","11,550","","13,350","","246,200","","21.3","","","","11,550","","13,350","","246,200","","21.3","","","","1,900","","2,600","","24,700","","13","","1,900","","2,600","","24,700","","13","","150","","250","","1,500","","10","","150","","250","","1,500","","10","","9,500","","10,500","","220,000","","23.2","","","","9,500","","10,500","","220,000","","23.2",""
"SURVEY","1976","YEAR","","COUNTY","SOUTH DAKOTA","46","SOUTH CENTRAL","80","TRIPP","123","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","70,450","","85,750","","1,065,900","","15.1","","","","70,450","","85,750","","1,065,900","","15.1","","","","19,100","","24,600","","179,500","","9.4","","19,100","","24,600","","179,500","","9.4","","1,450","","2,650","","13,100","","9","","1,450","","2,650","","13,100","","9","","49,900","","58,500","","873,300","","17.5","","","","49,900","","58,500","","873,300","","17.5",""
"SURVEY","1976","YEAR","","COUNTY","SOUTH DAKOTA","46","SOUTHEAST","90","BON HOMME","009","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","4,900","","4,900","","101,700","","20.8","","","","4,900","","4,900","","101,700","","20.8","","","","4,600","","4,600","","96,100","","20.9","","4,600","","4,600","","96,100","","20.9","","100","","100","","2,000","","20","","100","","100","","2,000","","20","","200","","200","","3,600","","18","","","","200","","200","","3,600","","18",""
"SURVEY","1976","YEAR","","COUNTY","SOUTH DAKOTA","46","SOUTHEAST","90","CHARLES MIX","023","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","33,000","","35,400","","548,600","","16.6","","","","33,000","","35,400","","548,600","","16.6","","","","20,800","","22,500","","343,200","","16.5","","20,800","","22,500","","343,200","","16.5","","1,000","","1,100","","16,400","","16.4","","1,000","","1,100","","16,400","","16.4","","11,200","","11,800","","189,000","","16.9","","","","11,200","","11,800","","189,000","","16.9",""
"SURVEY","1976","YEAR","","COUNTY","SOUTH DAKOTA","46","SOUTHEAST","90","CLAY","027","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","5,200","","5,250","","146,200","","28.1","","","","5,200","","5,250","","146,200","","28.1","","","","3,400","","3,400","","101,200","","29.8","","3,400","","3,400","","101,200","","29.8","","300","","350","","7,000","","23.3","","300","","350","","7,000","","23.3","","1,500","","1,500","","38,000","","25.3","","","","1,500","","1,500","","38,000","","25.3",""
"SURVEY","1976","YEAR","","COUNTY","SOUTH DAKOTA","46","SOUTHEAST","90","DOUGLAS","043","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","7,400","","8,500","","134,000","","18.1","","","","7,400","","8,500","","134,000","","18.1","","","","6,000","","7,000","","100,700","","16.8","","6,000","","7,000","","100,700","","16.8","","200","","200","","3,300","","16.5","","200","","200","","3,300","","16.5","","1,200","","1,300","","30,000","","25","","","","1,200","","1,300","","30,000","","25",""
"SURVEY","1976","YEAR","","COUNTY","SOUTH DAKOTA","46","SOUTHEAST","90","HUTCHINSON","067","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","10,200","","10,200","","249,900","","24.5","","","","10,200","","10,200","","249,900","","24.5","","","","8,500","","8,500","","205,900","","24.2","","8,500","","8,500","","205,900","","24.2","","300","","300","","6,900","","23","","300","","300","","6,900","","23","","1,400","","1,400","","37,100","","26.5","","","","1,400","","1,400","","37,100","","26.5",""
"SURVEY","1976","YEAR","","COUNTY","SOUTH DAKOTA","46","SOUTHEAST","90","LINCOLN","083","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","5,200","","5,200","","175,500","","33.8","","","","5,200","","5,200","","175,500","","33.8","","","","4,600","","4,600","","160,800","","35","","4,600","","4,600","","160,800","","35","","100","","100","","3,500","","35","","100","","100","","3,500","","35","","500","","500","","11,200","","22.4","","","","500","","500","","11,200","","22.4",""
"SURVEY","1976","YEAR","","COUNTY","SOUTH DAKOTA","46","SOUTHEAST","90","TURNER","125","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","2,900","","2,900","","79,000","","27.2","","","","2,900","","2,900","","79,000","","27.2","","","","2,000","","2,000","","56,700","","28.4","","2,000","","2,000","","56,700","","28.4","","200","","200","","5,600","","28","","200","","200","","5,600","","28","","700","","700","","16,700","","23.9","","","","700","","700","","16,700","","23.9",""
"SURVEY","1976","YEAR","","COUNTY","SOUTH DAKOTA","46","SOUTHEAST","90","UNION","127","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","8,500","","8,550","","263,300","","31","","","","8,500","","8,550","","263,300","","31","","","","5,700","","5,700","","198,300","","34.8","","5,700","","5,700","","198,300","","34.8","","400","","450","","13,700","","34.3","","400","","450","","13,700","","34.3","","2,400","","2,400","","51,300","","21.4","","","","2,400","","2,400","","51,300","","21.4",""
"SURVEY","1976","YEAR","","COUNTY","SOUTH DAKOTA","46","SOUTHEAST","90","YANKTON","135","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","3,100","","3,100","","75,200","","24.3","","","","3,100","","3,100","","75,200","","24.3","","","","1,700","","1,700","","41,400","","24.4","","1,700","","1,700","","41,400","","24.4","","200","","200","","4,800","","24","","200","","200","","4,800","","24","","1,200","","1,200","","29,000","","24.2","","","","1,200","","1,200","","29,000","","24.2",""
"SURVEY","1976","YEAR","","COUNTY","SOUTH DAKOTA","46","SOUTHWEST","70","BENNETT","007","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","60,650","","67,000","","1,739,100","","28.7","","","","60,650","","67,000","","1,739,100","","28.7","","","","2,400","","2,600","","42,400","","17.7","","2,400","","2,600","","42,400","","17.7","","350","","500","","6,000","","17.1","","350","","500","","6,000","","17.1","","57,900","","63,900","","1,690,700","","29.2","","","","57,900","","63,900","","1,690,700","","29.2",""
"SURVEY","1976","YEAR","","COUNTY","SOUTH DAKOTA","46","SOUTHWEST","70","CUSTER","033","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","3,450","","4,300","","83,300","","24.1","","","","3,450","","4,300","","83,300","","24.1","","","","1,350","","1,500","","31,200","","23.1","","1,350","","1,500","","31,200","","23.1","","","","","","","","","","","","","","","","","","2,100","","2,800","","52,100","","24.8","","","","2,100","","2,800","","52,100","","24.8",""
"SURVEY","1976","YEAR","","COUNTY","SOUTH DAKOTA","46","SOUTHWEST","70","FALL RIVER","047","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","12,400","","13,200","","357,400","","28.8","","","","12,400","","13,200","","357,400","","28.8","","","","1,100","","1,200","","24,100","","21.9","","1,100","","1,200","","24,100","","21.9","","","","","","","","","","","","","","","","","","11,300","","12,000","","333,300","","29.5","","","","11,300","","12,000","","333,300","","29.5",""
"SURVEY","1976","YEAR","","COUNTY","SOUTH DAKOTA","46","SOUTHWEST","70","OGLALA LAKOTA","102","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","21,250","","23,300","","556,500","","26.2","","","","21,250","","23,300","","556,500","","26.2","","","","650","","700","","12,700","","19.5","","650","","700","","12,700","","19.5","","","","","","","","","","","","","","","","","","20,600","","22,600","","543,800","","26.4","","","","20,600","","22,600","","543,800","","26.4",""
"SURVEY","1976","YEAR","","COUNTY","SOUTH DAKOTA","46","SOUTHWEST","70","WASHABAUGH","131","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","35,050","","39,600","","695,000","","19.8","","","","35,050","","39,600","","695,000","","19.8","","","","8,500","","9,100","","150,200","","17.7","","8,500","","9,100","","150,200","","17.7","","350","","500","","6,100","","17.4","","350","","500","","6,100","","17.4","","26,200","","30,000","","538,700","","20.6","","","","26,200","","30,000","","538,700","","20.6",""
"SURVEY","1976","YEAR","","COUNTY","SOUTH DAKOTA","46","WEST CENTRAL","40","HAAKON","055","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","69,100","","98,050","","708,600","","10.3","","","","69,100","","98,050","","708,600","","10.3","","","","9,000","","14,900","","45,000","","5","","9,000","","14,900","","45,000","","5","","100","","150","","500","","5","","100","","150","","500","","5","","60,000","","83,000","","663,100","","11.1","","","","60,000","","83,000","","663,100","","11.1",""
"SURVEY","1976","YEAR","","COUNTY","SOUTH DAKOTA","46","WEST CENTRAL","40","JACKSON","071","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","23,600","","26,400","","424,800","","18","","","","23,600","","26,400","","424,800","","18","","","","300","","400","","2,100","","7","","300","","400","","2,100","","7","","","","","","","","","","","","","","","","","","23,300","","26,000","","422,700","","18.1","","","","23,300","","26,000","","422,700","","18.1",""
